,type,name,url,poster,description,review,IMDB,contentRating,genre,datePublished,keywords,duration,actor,director,creator,RottenTomatoes Audience Score,RottenTomatoes Tomato Meter
107,Movie,Invitación a un Asesinato,https://www.imdb.comhttps://www.imdb.com/title/tt13022120/,https://m.media-amazon.com/images/M/MV5BMDQ0NTQ2NDUtMGI0Ni00N2YxLWIwOGQtMWQ5Y2Y3MWE5ZTQ3XkEyXkFqcGdeQXVyMTM0Mzc2NDk1._V1_.jpg,"Olivia Uriarte is a woman recently divorced from her fifth husband and completely ruined. Intent on preventing the impending decline, Olivia hatches a detailed plan to bring about her death...or rather, her murder.","{'author': 'chand-suhas', 'dateCreated': '2023-10-24', 'inLanguage': 'English', 'heading': 'Love. Justice. Forgiveness. Freedom.', 'reviewBody': 'Agatha gets invited to join her sister Olivia&apos;s yacht party along with several other elite people. Agatha is a crime enthusiast and runs her own podcast. On the yacht, Olivia reveals the one of her guest won&apos;t make it back to the shore and that they will have contemplate their lives up until then as that boat ride could be their last. As they are woken up to a thud leading to a dead Olivia in the high seas, it is upto Agatha to solve the mystery and catch the culprit. How she does that forms rest of the story.\n\nThe film gets derailed once the on screen death happens and it barely gives enough to buy into the mystery. Since the whole reveal was about delivering the what the flower stood for, let me try to put forth my analogy in those terms..\n\n1. Love = The makers feel the bunch of characters they have are enough to pull off this story. But there is literal lack of bonding between then especially Agatha and Olivia, who are sisters while there is a mention of loss of a loved one that got them distant but, the death of Olivia barely gets any emotion out of Agatha who at best is an amateur crime enthusiast solving the mystery in an hackneyed manner. There is enough love for the genre but nothing transcends onto the screen.\n\n2. Justice = The whole reveal has this as a major aim i.e. Get justice to the deserving. Sadly, the writing denies it as the reveal itself is far from convicinving and the way it is narrated, just complicates it further when seen from a broad perspective, the crime was pretty much over simplified as it is and so were the main suspects.\n\n3. Forgiveness = It is a bit hard to but as an audience, will have to forgive the makers for a bland product. For all the talk about able to forgive and move on, among the characters, it comes way too late and hardly has any impact.\n\n4. Freedom = the film ended and the instant feeling I got was, well Freedom. Not that I kept comparing it with the recent murder mystery films including the Knives Out, but the weak writing made this a tiresome experience, enough to feel free once the film ended. Also, there was no need to show the police as so dummies, glad they were free to from this case in the end.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 3}}",2.55,TV-14,"['Comedy', 'Mystery', 'Thriller']",2023-10-06,"murder,sister,husband wife relationship,dark comedy,revenge",PT1H32M,"[{'name': 'Maribel Verdú', 'url': 'https://www.imdb.com/name/nm0893941/'}, {'name': 'Stephanie Cayo', 'url': 'https://www.imdb.com/name/nm0147310/'}, {'name': 'Regina Blandón', 'url': 'https://www.imdb.com/name/nm1566368/'}]","[{'name': 'J.M Cravioto', 'url': 'https://www.imdb.com/name/nm1458283/'}]","[{'name': 'Javier Durán Pérez', 'url': 'https://www.imdb.com/name/nm14069137/'}, {'name': 'Anton Goenechea', 'url': 'https://www.imdb.com/name/nm6918567/'}, {'name': 'Carmen Posadas', 'url': 'https://www.imdb.com/name/nm0692604/'}]",4.55,5.0
108,Movie,Iyi Adamin 10 Günü,https://www.imdb.comhttps://www.imdb.com/title/tt23334464/,https://m.media-amazon.com/images/M/MV5BMGI0YzMyMDUtYjM4Yi00NDcwLWE0YWYtM2FhODZiMjU0OGNjXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_.jpg,"A lawyer turned private investigator takes on a missing person case, propelling him on an unexpected and life-altering quest.","{'author': 'gunes-17052', 'dateCreated': '2023-03-10', 'inLanguage': 'English', 'heading': 'Excellent Movie', 'reviewBody': 'One of the best movies i have watched for a long time. I will certainly Watch it again to catch up the parts i have missed and to better figure the hidden messages and facts.\n\nThe movie brings several aspects of crimes together that can be observed in Turkey, as well as in all over the world. Really staggering to see so many bad people together in the same arena. My Congratulations goes to the author Mehmet Eroglu and to the staff who brought this story with very successful Artists into our screen. Also thank to Netflix for supporting film industry.\n\nLooking forward to the next volumes of the Triology.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 10}}",3.25,TV-MA,"['Crime', 'Drama', 'Mystery']",2023-03-03,"couple,life,gun,parent,criminal",PT2H4M,"[{'name': 'Nejat Isler', 'url': 'https://www.imdb.com/name/nm1625479/'}, {'name': 'Nur Fettahoglu', 'url': 'https://www.imdb.com/name/nm3135911/'}, {'name': 'Senay Gürler', 'url': 'https://www.imdb.com/name/nm1699371/'}]","[{'name': 'Uluç Bayraktar', 'url': 'https://www.imdb.com/name/nm1760721/'}]","[{'name': 'Mehmet Eroglu', 'url': 'https://www.imdb.com/name/nm11024432/'}, {'name': 'Damla Serim', 'url': 'https://www.imdb.com/name/nm10130143/'}]",0.0,0.0
109,Movie,Jaane Jaan,https://www.imdb.comhttps://www.imdb.com/title/tt15748830/,https://m.media-amazon.com/images/M/MV5BMTNmMmY5NzAtNTdjOC00Y2JiLThjZDQtNDEzODQ5MWQ4NWFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A single mother and her daughter who commit a crime and a neighbor who helps them cover it up amidst a police investigation.,"{'author': 'amanyd-10396', 'dateCreated': '2023-09-21', 'inLanguage': 'English', 'heading': 'It was great....only till the very end.', 'reviewBody': 'To begin with, I loved the casting for this movie. All three 3 are great fit for their part but Jaideep Ahlawat just shines a bit brighter. The story begins in a mellow, small town, following the same mood but picks up straightaway. Love the mood it sets and the world it tries to create. There&apos;s a good amount of thrill, if not absolute mystery, all along the way. The story keeps building and building to the big reveal, the final act, the &apos;Prestige&apos; ....BUT, the climax just lets you down. Not that it&apos;s a failed climax. No, not at all. But you&apos;re just left wanting for a more shocking moment after such a long buildup. It is perfectly believable but not what the remaining 2 hours built up to. It lacked a level of shock and awe that was expected. It&apos;s a mixed feeling. Would have given the overall film a good 8, but the climax pull it down to a 6. Still a good watch.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.5,TV-MA,"['Crime', 'Drama', 'Mystery']",2023-09-21,"single mother,police,investigation,criminal,based on novel",PT2H19M,"[{'name': 'Kareena Kapoor', 'url': 'https://www.imdb.com/name/nm0004626/'}, {'name': 'Jaideep Ahlawat', 'url': 'https://www.imdb.com/name/nm4188433/'}, {'name': 'Vijay Varma', 'url': 'https://www.imdb.com/name/nm1994146/'}]","[{'name': 'Sujoy Ghosh', 'url': 'https://www.imdb.com/name/nm1223910/'}]","[{'name': 'Sujoy Ghosh', 'url': 'https://www.imdb.com/name/nm1223910/'}, {'name': 'Keigo Higashino', 'url': 'https://www.imdb.com/name/nm0383258/'}, {'name': 'Raj Vasant', 'url': 'https://www.imdb.com/name/nm2632735/'}]",0.0,3.75
110,Movie,"Jalan yang Jauh, Jangan Lupa Pulang",https://www.imdb.comhttps://www.imdb.com/title/tt23472308/,https://m.media-amazon.com/images/M/MV5BOTMyNDY0YmUtMDQ4ZC00YjAwLTgwOWMtOTdiYzY2NTU3OGNhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,0,"{'author': 'aipsun', 'dateCreated': '2023-07-01', 'inLanguage': 'English', 'heading': 'A Highlight for Sheila Dara&apos;s Acting Performance', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.3,13+,['Drama'],2023-02-02,"sequel,father,mother,travel,love",PT1H49M,"[{'name': 'Sheila Dara Aisha', 'url': 'https://www.imdb.com/name/nm7317732/'}, {'name': 'Jerome Kurnia', 'url': 'https://www.imdb.com/name/nm10421641/'}, {'name': 'Lutesha', 'url': 'https://www.imdb.com/name/nm9413210/'}]","[{'name': 'Angga Dwimas Sasongko', 'url': 'https://www.imdb.com/name/nm2806693/'}]","[{'name': 'Angga Dwimas Sasongko', 'url': 'https://www.imdb.com/name/nm2806693/'}, {'name': 'Mohammad Irfan Ramly', 'url': 'https://www.imdb.com/name/nm6579202/'}, {'name': 'Marchella F.P.', 'url': 'https://www.imdb.com/name/nm11392548/'}]",0.0,0.0
111,Movie,Jeanne du Barry,https://www.imdb.comhttps://www.imdb.com/title/tt17277414/,https://m.media-amazon.com/images/M/MV5BNDEyOGMwOTYtMGI4Ni00NWExLWE1ZmItMjViZDBmMTdhNDA2XkEyXkFqcGdeQXVyNjkyNzI2MTQ@._V1_.jpg,The life of Jeanne Bécu who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.,"{'author': 'Kirpianuscus', 'dateCreated': '2023-09-23', 'inLanguage': 'English', 'heading': 'delightful', 'reviewBody': 'The main kick to see it is represented, no doubts, by Johnny Depp. Who, indeed, is a magnificent Louis XV. But the authentic gift is Pierre Richard in a surprising skin of duke of Richelieu or beautiful portraits of Dauphin and Marie Antoinette. , near the inspired portrait of La Borde proposed by Benjamin Lavernhe. A beautiful film for what you expect to define the beauty in a film about XVIII century. But little more that.\n\nIt is a film about seduction and loneliness and pleasure and compromises, lost and rivalry, rejection and life as circle but, in same measure, a fine - precise definition, subtle and some eccentric, of life.\n\nCharming and provocative, not only for music, costumes or atmosphere but for fair reflection of fundamental truths.\n\nIn short, just delightful and a great Johnny Depp work.', 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.35,0,"['Biography', 'Drama', 'History']",2023-05-16,"anal sex,based on real people,king louis xv,king,life",PT1H53M,"[{'name': 'Maïwenn', 'url': 'https://www.imdb.com/name/nm0494069/'}, {'name': 'Johnny Depp', 'url': 'https://www.imdb.com/name/nm0000136/'}, {'name': 'Benjamin Lavernhe', 'url': 'https://www.imdb.com/name/nm3118835/'}]","[{'name': 'Maïwenn', 'url': 'https://www.imdb.com/name/nm0494069/'}]","[{'name': 'Maïwenn', 'url': 'https://www.imdb.com/name/nm0494069/'}, {'name': 'Teddy Lussi-Modeste', 'url': 'https://www.imdb.com/name/nm1768202/'}, {'name': 'Nicolas Livecchi', 'url': 'https://www.imdb.com/name/nm5365694/'}]",0.0,2.45
112,Movie,Jemputan Ke Neraka,https://www.imdb.comhttps://www.imdb.com/title/tt27694298/,https://m.media-amazon.com/images/M/MV5BOTVmMzBlNGEtY2U4Mi00Y2VmLTlhNGMtOWI2ODhlYjgzM2IxXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,0,"{'author': 'amazon_grrll', 'dateCreated': '2023-10-24', 'inLanguage': 'English', 'heading': 'Don&apos;t RSVP to Jemputan ke Neraka', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 1}}",2.85,0,"['Horror', 'Mystery', 'Thriller']",2023-06-22,"haunting,terror,blood,violence,psychological thriller",PT1H46M,"[{'name': 'Janna Nick', 'url': 'https://www.imdb.com/name/nm9101169/'}, {'name': 'Sharifah Sakinah', 'url': 'https://www.imdb.com/name/nm4856520/'}, {'name': 'Hafreez Adam', 'url': 'https://www.imdb.com/name/nm13837299/'}]","[{'name': 'Amor Rizan', 'url': 'https://www.imdb.com/name/nm9804555/'}]","[{'name': 'Amor Rizan', 'url': 'https://www.imdb.com/name/nm9804555/'}]",3.9,1.8
113,Movie,Jeszcze przed swietami,https://www.imdb.comhttps://www.imdb.com/title/tt19723342/,https://m.media-amazon.com/images/M/MV5BYWU5MGFhY2QtNDg2MC00MjExLWFiOTktOTkwMjI5ZjhlMzM0XkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_.jpg,"When a spiteful coworker sabotages her deliveries, a courier and a helpful customer must race to return Christmas presents to their intended recipients.","{'author': 'nixy-caos', 'dateCreated': '2022-12-17', 'inLanguage': 'English', 'heading': 'Well... Not excellent, but I liked it.', 'reviewBody': 'The movie delivers what it promises: entertainment. At certain moments it goes well beyond that, bringing up interesting reflections on our relationships with people. The plot is intelligent and the conflicts are well developed. The problem is that it pushes too hard in some very unlikely situations, playing with nonsense in an uncomfortable way (like the gas station scene, for example). Even with suspension of disbelief it&apos;s hard to buy what&apos;s going on. It&apos;s a good movie, I liked it. Great performances in the main role, by Monika Frajczyk, and also some supporting roles. The male protagonist, on the other hand, was a bit too exaggerated and burlesque, in my opinion. It&apos;s probably not one of those movies that will make your top 10 ever list, but it&apos;s a good option for a Saturday night.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",2.75,TV-MA,"['Comedy', 'Romance']",2022-12-06,"christmas,holiday,love,life,parent",PT1H37M,"[{'name': 'Monika Frajczyk', 'url': 'https://www.imdb.com/name/nm9326902/'}, {'name': 'Piotr Pacek', 'url': 'https://www.imdb.com/name/nm9385378/'}, {'name': 'Franciszek Krupowicz', 'url': 'https://www.imdb.com/name/nm14258091/'}]","[{'name': 'Aleksandra Kulakowska', 'url': 'https://www.imdb.com/name/nm3654346/'}, {'name': 'Maciej Prykowski', 'url': 'https://www.imdb.com/name/nm3584024/'}]","[{'name': 'Aleksandra Kulakowska', 'url': 'https://www.imdb.com/name/nm3654346/'}, {'name': 'Maciej Prykowski', 'url': 'https://www.imdb.com/name/nm3584024/'}, {'name': 'Maria Pulawska', 'url': 'https://www.imdb.com/name/nm12044975/'}]",3.5,2.45
114,Movie,Jin & Jun,https://www.imdb.comhttps://www.imdb.com/title/tt21848644/,https://m.media-amazon.com/images/M/MV5BMGE3NjRhY2MtYmI4NS00YjlmLWEyNDQtZjNhYjFkMDI2MDE3XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,27 Years On. The story of Jin and Jun will start again. Will this time last forever?,"{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",2.6,SU,"['Comedy', 'Fantasy']",2023-04-19,"based on tv series,character name as title,wish,magic,ghost",PT1H55M,"[{'name': 'Rey Bong', 'url': 'https://www.imdb.com/name/nm10672832/'}, {'name': 'Dwi Sasono', 'url': 'https://www.imdb.com/name/nm2682638/'}, {'name': 'Alif Rivelino', 'url': 'https://www.imdb.com/name/nm12556013/'}]","[{'name': 'Anggy Umbara', 'url': 'https://www.imdb.com/name/nm5322992/'}]","[{'name': 'Rayhan Dharmawan', 'url': 'https://www.imdb.com/name/nm12666091/'}, {'name': 'Anggy Umbara', 'url': 'https://www.imdb.com/name/nm5322992/'}]",0.0,0.0
115,Movie,Jung_E,https://www.imdb.comhttps://www.imdb.com/title/tt22352848/,https://m.media-amazon.com/images/M/MV5BODQzZmE5NWUtODIyMi00MWVlLWJmMTYtNjAyN2ZjNGQ0ZmNkXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,0,"{'author': 'paul_haakonsen', 'dateCreated': '2023-02-18', 'inLanguage': 'English', 'heading': 'Visually impressive, but a bland story...', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 5}}",2.75,13+,"['Action', 'Adventure', 'Drama']",2023-01-20,"character name as title,22nd century,future,robot,futuristic",PT1H38M,"[{'name': 'Kang Soo-youn', 'url': 'https://www.imdb.com/name/nm0437642/'}, {'name': 'Kim Hyun-joo', 'url': 'https://www.imdb.com/name/nm1152065/'}, {'name': 'Ryu Kyung-Soo', 'url': 'https://www.imdb.com/name/nm5553036/'}]","[{'name': 'Sang-ho Yeon', 'url': 'https://www.imdb.com/name/nm3613566/'}]","[{'name': 'Sang-ho Yeon', 'url': 'https://www.imdb.com/name/nm3613566/'}]",2.7,2.5
116,Movie,Kal,https://www.imdb.comhttps://www.imdb.com/title/tt18450548/,https://m.media-amazon.com/images/M/MV5BN2I3MmRkYjQtODg1ZC00MDk0LWEyNTgtMTMzYTNjZGI4MTI3XkEyXkFqcGdeQXVyNzUyODA1NDk@._V1_.jpg,"Semih&apos;s girlfriend suddenly breaks up with him. In search of answers about their relationship, he must soon confront what he had long ignored.","{'author': 'olaarmyever', 'dateCreated': '2023-06-29', 'inLanguage': 'English', 'heading': 'Really underrated', 'reviewBody': 'This is one of the few things i watched without looking at the rating first and tbh I would&apos;ve not watch it with rating like this but im very glad i did For me this movie gives perspective to what goes into a relationship and how complicated and beautiful it is.\n\nI was actually surprised it wasn&apos;t a cliche romance and unrealistic drama,it touched me I rewatched a couple of scenes from how good it was the actress did a phenomenal job and I appreciate how the time line is filmed you have to pay attention though you never know when its flash back or not sometimes.\n\nYou have to give it a shot it is worth it.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.6,16+,"['Drama', 'Romance']",2022-11-11,"love,romantic,friend,life,couple",PT1H47M,"[{'name': 'Burak Deniz', 'url': 'https://www.imdb.com/name/nm6541188/'}, {'name': 'Dilan Çiçek Deniz', 'url': 'https://www.imdb.com/name/nm6422413/'}, {'name': 'Ceyda Düvenci', 'url': 'https://www.imdb.com/name/nm0245176/'}]","[{'name': 'Ozan Açiktan', 'url': 'https://www.imdb.com/name/nm1560896/'}]","[{'name': 'Sami Berat Marçali', 'url': 'https://www.imdb.com/name/nm11886585/'}]",0.0,4.0
117,Movie,Kampen om Narvik,https://www.imdb.comhttps://www.imdb.com/title/tt9737876/,https://m.media-amazon.com/images/M/MV5BNmVlY2Q1OTUtZjRmYi00OTZiLTg5NzktM2M0ZGViNzczOThlXkEyXkFqcGdeQXVyMDMxMTgwOQ@@._V1_.jpg,0,"{'author': 'JoeBuck666', 'dateCreated': '2023-01-25', 'inLanguage': 'English', 'heading': 'The last 30 minutes are really worth it', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.3,TV-14,"['Drama', 'History', 'War']",2023-01-23,"norwegian army,nazi invasion of norway,winter,year 1940,man in uniform",PT1H48M,"[{'name': 'Kristine Hartgen', 'url': 'https://www.imdb.com/name/nm12242794/'}, {'name': 'Carl Martin Eggesbø', 'url': 'https://www.imdb.com/name/nm2827936/'}, {'name': 'Christoph Gelfert Mathiesen', 'url': 'https://www.imdb.com/name/nm13717836/'}]","[{'name': 'Erik Skjoldbjærg', 'url': 'https://www.imdb.com/name/nm0804408/'}]","[{'name': 'Christopher Grøndahl', 'url': 'https://www.imdb.com/name/nm1334123/'}, {'name': 'Sebastian Torngren Wartin', 'url': 'https://www.imdb.com/name/nm3285185/'}]",0.55,4.95
118,Movie,Kandasamys: The Baby,https://www.imdb.comhttps://www.imdb.com/title/tt27048691/,https://m.media-amazon.com/images/M/MV5BODE4NTlmMmMtMzhiMC00NjNhLThhYjYtODRkMWYzOWIyNTRmXkEyXkFqcGdeQXVyMTYzODA4MzA5._V1_.jpg,Follows two Indian families who must learn to get along despite some amusing mistakes and turmoil along the road. The families are brought together by their children&apos;s love for one another.,"{'author': 'charlieedmond', 'dateCreated': '2023-10-22', 'inLanguage': 'English', 'heading': 'Solid 9. Funny First Half, Serious Second Half.', 'reviewBody': 'The characters were all relatable in their own ways, the story despite it mainly being a comedy never felt stagnant. It always kept moving showing something new every segment of the movie. You can tell the director really knew what they wanted to put together.\n\nThe cast, without the cast this movie wouldn&apos;t be as golden as it is. Every single cast member added so much to each scene.\n\nIt really is a breath of fresh air when a family movie comes along that isn&apos;t afraid to broach on topics that deserve to have a light shone on them, to show how the modern generation feels about culture and what truly needs to change about it whilst still preserving that heritage.\n\nProfessional production that&apos;s worth your time.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",2.4,TV-14,['Comedy'],2023-10-20,"sequel,fourth part,baby,parent,life",PT1H33M,"[{'name': 'Mishqah Parthiephal', 'url': 'https://www.imdb.com/name/nm6609208/'}, {'name': 'Jailoshini Naidoo', 'url': 'https://www.imdb.com/name/nm3022211/'}, {'name': 'Edeen Bhugeloo', 'url': 'https://www.imdb.com/name/nm5673350/'}]","[{'name': 'Jayan Moodley', 'url': 'https://www.imdb.com/name/nm8360126/'}]","[{'name': 'Jayan Moodley', 'url': 'https://www.imdb.com/name/nm8360126/'}]",0.0,0.0
119,Movie,Kathal: A Jackfruit Mystery,https://www.imdb.comhttps://www.imdb.com/title/tt18413766/,https://m.media-amazon.com/images/M/MV5BOGZlNjAzMzgtOTY0Ny00YzdiLWEyNGYtODJlMGM1MTE4ZmMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.,"{'author': 'tufaelahmed', 'dateCreated': '2023-05-20', 'inLanguage': 'English', 'heading': 'Bringing social ridicule to life with gentle humor, I wish they made more movies like this.', 'reviewBody': 'Kathal: A Jackfruit Mystery, a well cooked social satire, cleverly intertwines the disappearance of two jackfruits with a captivating narrative that reveals broader societal issues. With a perfect balance of humor and a leisurely pace, the film skillfully highlights complex caste dynamics and gender biases without being preachy. While it could have delved deeper into these themes, Kathal beautifully captures the allure of rural life and its simple joys. The cast delivers captivating performances, infused with witty banter, while the police force is portrayed with raw authenticity. Kathal is a good-watch, offering 120 minutes of clean cinematic experience!', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.35,TV-MA,"['Comedy', 'Crime', 'Drama']",2023-05-19,"dramedy,police,love,small town,dark",PT1H55M,"[{'name': 'Sanya Malhotra', 'url': 'https://www.imdb.com/name/nm7621667/'}, {'name': 'Joshi Anantvijay', 'url': 'https://www.imdb.com/name/nm9744869/'}, {'name': 'Vijay Raaz', 'url': 'https://www.imdb.com/name/nm0704694/'}]","[{'name': 'Yashowardhan Mishra', 'url': 'https://www.imdb.com/name/nm9541459/'}, {'name': 'Inderjeet Singh', 'url': 'https://www.imdb.com/name/nm15415893/'}]","[{'name': 'Ashok Mishra', 'url': 'https://www.imdb.com/name/nm0592784/'}, {'name': 'Yashowardhan Mishra', 'url': 'https://www.imdb.com/name/nm9541459/'}]",3.8,3.65
120,Movie,Kembang Api,https://www.imdb.comhttps://www.imdb.com/title/tt26687781/,https://m.media-amazon.com/images/M/MV5BM2Q0NmNjM2UtZThlZi00MmZlLTg1ZTUtMTJlM2M5MGU1ZjgwXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_.jpg,4 people intend to commit suicide together by blowing themselves up using a large ball of fireworks.,"{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.55,17+,"['Drama', 'Thriller']",2023-03-02,"remake,ball,explosion,suicide,psychological",PT1H44M,"[{'name': 'Marsha Timothy', 'url': 'https://www.imdb.com/name/nm2682250/'}, {'name': 'Ringgo Agus Rahman', 'url': 'https://www.imdb.com/name/nm2682356/'}, {'name': 'Donny Damara', 'url': 'https://www.imdb.com/name/nm1256891/'}]","[{'name': 'Herwin Novianto', 'url': 'https://www.imdb.com/name/nm3312963/'}]","[{'name': 'Alim Sudio', 'url': 'https://www.imdb.com/name/nm3015321/'}, {'name': 'Yoshio Kato', 'url': 'https://www.imdb.com/name/nm7643052/'}]",0.0,0.0
121,Movie,Keramat 2: Caruban Larang,https://www.imdb.comhttps://www.imdb.com/title/tt21116308/,https://m.media-amazon.com/images/M/MV5BNWYxMWQwNzgtYzJlNi00YzNjLWJlNjAtMTUwYTVjNWU1Mzc5XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,0,"{'author': 'mryumonium', 'dateCreated': '2022-11-28', 'inLanguage': 'English', 'heading': 'Tolerable 2022 mockumentary film with decent sequel', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.05,13+,['Horror'],2022-11-24,"found footage,sequel,second part,number 2 in title,mockumentary",PT1H34M,"[{'name': 'Umay Shahab', 'url': 'https://www.imdb.com/name/nm7566079/'}, {'name': 'Lutesha', 'url': 'https://www.imdb.com/name/nm9413210/'}, {'name': 'Ajil Ditto', 'url': 'https://www.imdb.com/name/nm6254999/'}]","[{'name': 'Monty Tiwa', 'url': 'https://www.imdb.com/name/nm1295189/'}]","[{'name': 'Monty Tiwa', 'url': 'https://www.imdb.com/name/nm1295189/'}, {'name': 'Azzam Fi Rullah', 'url': 'https://www.imdb.com/name/nm9952343/'}, {'name': 'Sergius Susanto', 'url': 'https://www.imdb.com/name/nm13842806/'}]",0.0,3.55
122,Movie,Ketika Berhenti di Sini,https://www.imdb.comhttps://www.imdb.com/title/tt24546804/,https://m.media-amazon.com/images/M/MV5BMGUxMWU3MDEtODYzYy00MmU0LWI1YzctNGU1ZDgxZTJiNmUyXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_.jpg,"Dita, a graphic designer torn between the holographic presence of her deceased love Ed and her current relationship with Ifan, must choose between the past and the present.","{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.25,13+,"['Drama', 'Romance']",2023-07-27,"life,crying,sadness,boy,girl",PT1H42M,"[{'name': 'Prilly Latuconsina', 'url': 'https://www.imdb.com/name/nm5844615/'}, {'name': 'Refal Hady', 'url': 'https://www.imdb.com/name/nm8737285/'}, {'name': 'Bryan Domani', 'url': 'https://www.imdb.com/name/nm6255002/'}]","[{'name': 'Umay Shahab', 'url': 'https://www.imdb.com/name/nm7566079/'}]","[{'name': 'Alim Sudio', 'url': 'https://www.imdb.com/name/nm3015321/'}, {'name': 'Umay Shahab', 'url': 'https://www.imdb.com/name/nm7566079/'}, {'name': 'Monty Tiwa', 'url': 'https://www.imdb.com/name/nm1295189/'}]",3.35,3.55
123,Movie,Keys to the Heart,https://www.imdb.comhttps://www.imdb.com/title/tt29025883/,https://m.media-amazon.com/images/M/MV5BMzFiMTQxMGItMGQ3ZS00NDBiLWIxZjEtNmJlNWVjMWQ1ZTI3XkEyXkFqcGdeQXVyMTE5OTM1MjU3._V1_.jpg,0,"{'author': 'cg-71073', 'dateCreated': '2023-10-21', 'inLanguage': 'English', 'heading': 'So many unclear things.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 1}}",3.15,TV-14,"['Comedy', 'Drama', 'Music']",2023-10-04,"remake,pianist,piano,dramedy drama,life",PT1H42M,"[{'name': 'Zanjoe Marudo', 'url': 'https://www.imdb.com/name/nm2174257/'}, {'name': 'Dolly De Leon', 'url': 'https://www.imdb.com/name/nm2976018/'}, {'name': 'Elijah Canlas', 'url': 'https://www.imdb.com/name/nm6652668/'}]","[{'name': 'Kerwin Go', 'url': 'https://www.imdb.com/name/nm2964759/'}]","[{'name': 'BJ Song', 'url': 'https://www.imdb.com/name/nm14354011/'}, {'name': 'Pam Miras', 'url': 'https://www.imdb.com/name/nm1150068/'}]",2.0,3.0
